ID,CitiesVisited
1047-31,NYC Only
762-14,NYC Only
346-06,NYC Only
1015-07,NYC Only
1010-12,NYC Only
756-08,NYC Only
646-02,NYC Only
446-07,NYC Only
348-05,NYC Only
871-04,NYC Only
200-16,NYC Only
191-18,NYC Only
91-10,NYC Only
270-10,NYC Only
576-03,NYC Only
425-04,NYC Only
255-17,NYC Only
258-03,NYC Only
278-18,NYC Only
34-19,NYC Only
180-18,NYC Only
93-29,NYC Only
408-16,NYC Only
915-02,NYC Only
344-03,NYC Only
915-23,NYC Only
253-19,NYC Only
138-18,NYC Only
258-26,NYC Only
60-03,NYC Only
537-23,NYC Only
307-28,NYC Only
208-25,NYC Only
637-14,NYC Only
784-01,NYC Only
482-10,NYC Only
444-10,NYC Only
444-04,NYC Only
954-04,NYC Only
182-22,NYC Only
904-31,NYC Only
510-25,NYC Only
380-04,NYC Only
1047-23,NYC Only
638-06,NYC Only
83-16,NYC Only
647-04,NYC Only
515-21,NYC Only
221-23,NYC Only
1073-26,NYC Only
1023-07,NYC Only
529-05,NYC Only
787-11,NYC Only
619-18,NYC Only
891-23,NYC Only
967-03,NYC Only
933-16,NYC Only
355-13,NYC Only
230-05,NYC Only
368-05,NYC Only
1028-31,NYC Only
139-25,NYC Only
705-29,NYC Only
176-03,NYC Only
742-08,NYC Only
19-18,NYC Only
839-21,NYC Only
136-31,NYC Only
939-31,NYC Only
1006-09,NYC Only
449-12,NYC Only
621-01,NYC Only
105-08,NYC Only
793-15,NYC Only
969-09,NYC Only
268-23,NYC Only
527-17,NYC Only
248-18,NYC Only
439-03,NYC Only
450-23,NYC Only
49-16,NYC Only
294-19,NYC Only
1033-18,NYC Only
990-29,NYC Only
628-05,NYC Only
666-09,NYC Only
572-18,NYC Only
880-24,NYC Only
1072-09,NYC Only
815-23,NYC Only
1033-06,NYC Only
778-15,NYC Only
706-16,NYC Only
773-08,NYC Only
134-12,NYC Only
448-19,NYC Only
999-26,NYC Only
471-23,NYC Only
450-03,NYC Only
608-04,NYC Only
571-21,NYC Only
290-04,NYC Only
231-19,NYC Only
834-07,NYC Only
216-16,NYC Only
468-31,NYC Only
82-15,NYC Only
259-05,NYC Only
973-03,NYC Only
493-12,NYC Only
402-31,NYC Only
695-04,NYC Only
928-04,NYC Only
231-23,NYC Only
506-23,NYC Only
735-27,NYC Only
786-01,NYC Only
474-10,NYC Only
438-14,NYC Only
949-15,NYC Only
749-03,NYC Only
419-12,NYC Only
62-14,NYC Only
310-17,NYC Only
726-10,NYC Only
778-06,NYC Only
912-06,NYC Only
261-03,NYC Only
121-25,NYC Only
935-29,NYC Only
856-12,NYC Only
149-13,NYC Only
301-17,NYC Only
685-23,NYC Only
660-26,NYC Only
1054-30,NYC Only
16-17,NYC Only
895-12,NYC Only
622-21,NYC Only
560-01,NYC Only
308-31,NYC Only
1039-25,NYC Only
751-05,NYC Only
436-08,NYC Only
396-23,NYC Only
1023-01,NYC Only
302-08,NYC Only
590-31,NYC Only
241-16,NYC Only
45-03,NYC Only
338-07,NYC Only
773-13,NYC Only
504-28,NYC Only
519-27,NYC Only
427-05,NYC Only
293-19,NYC Only
226-24,NYC Only
638-03,NYC Only
301-11,NYC Only
663-23,NYC Only
295-02,NYC Only
991-07,NYC Only
842-07,NYC Only
178-29,NYC Only
832-28,NYC Only
588-11,NYC Only
457-06,NYC Only
686-25,NYC Only
553-03,NYC Only
715-25,NYC Only
593-28,NYC Only
853-10,NYC Only
566-07,NYC Only
304-07,NYC Only
1062-31,NYC Only
293-01,NYC Only
260-13,NYC Only
228-11,NYC Only
48-24,NYC Only
931-04,NYC Only
139-26,NYC Only
354-26,NYC Only
375-03,NYC Only
308-26,NYC Only
402-03,NYC Only
57-13,NYC Only
537-10,NYC Only
562-27,NYC Only
459-13,NYC Only
526-24,NYC Only
42-14,NYC Only
1033-21,NYC Only
598-30,NYC Only
317-16,NYC Only
752-11,NYC Only
312-23,NYC Only
758-01,NYC Only
1017-15,NYC Only
604-04,NYC Only
1016-10,NYC Only
1039-11,NYC Only
431-05,NYC Only
940-05,NYC Only
740-29,NYC Only
746-04,NYC Only
227-29,NYC Only
1065-21,NYC Only
414-12,NYC Only
1000-08,NYC Only
594-31,NYC Only
951-23,NYC Only
705-28,NYC Only
872-12,NYC Only
565-05,NYC Only
256-23,NYC Only
582-10,NYC Only
310-23,NYC Only
623-03,NYC Only
526-05,NYC Only
1015-05,NYC Only
1047-13,NYC Only
458-01,NYC Only
251-05,NYC Only
745-31,NYC Only
37-15,NYC Only
188-18,NYC Only
736-12,NYC Only
495-06,NYC Only
637-15,NYC Only
816-03,NYC Only
513-06,NYC Only
300-30,NYC Only
15-03,NYC Only
544-13,NYC Only
805-09,NYC Only
158-08,NYC Only
141-12,NYC Only
463-16,NYC Only
54-27,NYC Only
562-07,NYC Only
335-08,NYC Only
419-31,NYC Only
662-14,NYC Only
1014-12,NYC Only
973-12,NYC Only
941-21,NYC Only
895-07,NYC Only
84-19,NYC Only
258-23,NYC Only
1-26,NYC Only
91-24,NYC Only
24-28,NYC Only
509-04,NYC Only
91-31,NYC Only
312-31,NYC Only
935-22,NYC Only
385-04,NYC Only
222-19,NYC Only
903-01,NYC Only
69-24,NYC Only
259-26,NYC Only
1017-16,NYC Only
539-02,NYC Only
49-08,NYC Only
153-07,NYC Only
134-03,NYC Only
256-22,NYC Only
1009-11,NYC Only
1053-06,NYC Only
665-30,NYC Only
468-09,NYC Only
167-14,NYC Only
1024-04,NYC Only
922-08,NYC Only
445-31,NYC Only
16-23,NYC Only
906-01,NYC Only
317-13,NYC Only
1004-21,NYC Only
117-01,NYC Only
993-21,NYC Only
695-03,NYC Only
302-17,NYC Only
561-09,NYC Only
833-08,NYC Only
385-17,NYC Only
705-21,NYC Only
191-29,NYC Only
281-03,NYC Only
646-05,NYC Only
582-21,NYC Only
188-08,NYC Only
483-10,NYC Only
182-30,NYC Only
19-14,NYC Only
142-28,NYC Only
724-06,NYC Only
727-06,NYC Only
415-26,NYC Only
658-07,NYC Only
1044-10,NYC Only
504-10,NYC Only
144-28,NYC Only
1026-01,NYC Only
145-29,NYC Only
206-06,NYC Only
652-15,NYC Only
131-14,NYC Only
995-14,NYC Only
317-04,NYC Only
132-13,NYC Only
855-31,NYC Only
79-07,NYC Only
984-22,NYC Only
302-25,NYC Only
280-11,NYC Only
936-04,NYC Only
992-25,NYC Only
445-25,NYC Only
166-01,NYC Only
851-31,NYC Only
455-13,NYC Only
49-07,NYC Only
298-11,NYC Only
768-04,NYC Only
638-25,NYC Only
519-02,NYC Only
678-19,NYC Only
585-11,NYC Only
126-18,NYC Only
525-22,NYC Only
470-06,NYC Only
1011-16,NYC Only
1082-14,NYC Only
171-31,NYC Only
817-03,NYC Only
98-26,NYC Only
240-12,NYC Only
127-10,NYC Only
194-17,NYC Only
329-21,NYC Only
999-04,NYC Only
561-13,NYC Only
89-15,NYC Only
548-14,NYC Only
722-07,NYC Only
134-04,NYC Only
56-18,NYC Only
878-28,NYC Only
1-11,NYC Only
802-09,NYC Only
573-08,NYC Only
512-26,NYC Only
606-14,NYC Only
597-03,NYC Only
537-06,NYC Only
363-04,NYC Only
501-17,NYC Only
313-16,NYC Only
685-24,NYC Only
718-10,NYC Only
873-28,NYC Only
470-15,NYC Only
158-17,NYC Only
315-06,NYC Only
301-28,NYC Only
646-01,NYC Only
60-13,NYC Only
158-21,NYC Only
184-23,NYC Only
590-03,NYC Only
218-06,NYC Only
755-01,NYC Only
601-23,NYC Only
537-03,NYC Only
429-07,NYC Only
1019-28,NYC Only
24-31,NYC Only
830-09,NYC Only
728-10,NYC Only
639-23,NYC Only
415-15,NYC Only
575-01,NYC Only
873-04,NYC Only
991-23,NYC Only
166-08,NYC Only
826-24,NYC Only
728-28,NYC Only
664-05,NYC Only
1083-31,NYC Only
296-06,NYC Only
812-15,NYC Only
1016-23,NYC Only
420-10,NYC Only
768-03,NYC Only
149-21,NYC Only
662-18,NYC Only
872-09,NYC Only
338-02,NYC Only
438-08,NYC Only
828-11,NYC Only
659-18,NYC Only
872-19,NYC Only
235-09,NYC Only
45-05,NYC Only
273-25,NYC Only
269-28,NYC Only
778-23,NYC Only
1062-17,NYC Only
139-21,NYC Only
1048-07,NYC Only
982-02,NYC Only
586-01,NYC Only
793-18,NYC Only
335-14,NYC Only
873-07,NYC Only
1006-16,NYC Only
422-12,NYC Only
562-28,NYC Only
666-31,NYC Only
531-16,NYC Only
610-19,NYC Only
594-09,NYC Only
681-03,NYC Only
864-04,NYC Only
387-21,NYC Only
1033-19,NYC Only
93-04,NYC Only
159-06,NYC Only
943-01,NYC Only
758-12,NYC Only
539-30,NYC Only
1024-09,NYC Only
288-18,NYC Only
81-02,NYC Only
863-08,NYC Only
304-16,NYC Only
1012-18,NYC Only
889-21,NYC Only
769-29,NYC Only
955-03,NYC Only
445-08,NYC Only
509-17,NYC Only
645-08,NYC Only
667-15,NYC Only
577-28,NYC Only
894-10,NYC Only
720-09,NYC Only
387-13,NYC Only
845-23,NYC Only
1070-29,NYC Only
496-05,NYC Only
400-14,NYC Only
966-15,NYC Only
562-29,NYC Only
474-18,NYC Only
1000-29,NYC Only
432-01,NYC Only
447-10,NYC Only
56-10,NYC Only
737-06,NYC Only
971-29,NYC Only
577-22,NYC Only
776-19,NYC Only
855-06,NYC Only
805-30,NYC Only
74-14,NYC Only
916-14,NYC Only
132-22,NYC Only
46-04,NYC Only
296-11,NYC Only
937-23,NYC Only
238-21,NYC Only
315-07,NYC Only
271-31,NYC Only
564-07,NYC Only
721-04,NYC Only
80-23,NYC Only
39-17,NYC Only
516-11,NYC Only
691-03,NYC Only
301-14,NYC Only
348-25,NYC Only
260-15,NYC Only
474-11,NYC Only
596-15,NYC Only
246-03,NYC Only
1003-15,NYC Only
559-16,NYC Only
639-12,NYC Only
722-26,NYC Only
642-11,NYC Only
10-10,NYC Only
825-04,NYC Only
108-02,NYC Only
7-25,NYC Only
855-29,NYC Only
608-23,NYC Only
621-12,NYC Only
663-12,NYC Only
863-11,NYC Only
281-23,NYC Only
158-22,NYC Only
778-04,NYC Only
293-08,NYC Only
667-22,NYC Only
708-04,NYC Only
131-13,NYC Only
706-29,NYC Only
472-15,NYC Only
737-31,NYC Only
108-14,NYC Only
471-08,NYC Only
727-01,NYC Only
689-15,NYC Only
121-11,NYC Only
38-10,NYC Only
883-17,NYC Only
938-16,NYC Only
993-17,NYC Only
468-29,NYC Only
971-23,NYC Only
916-11,NYC Only
853-22,NYC Only
585-25,NYC Only
354-06,NYC Only
471-14,NYC Only
419-09,NYC Only
993-22,NYC Only
272-05,NYC Only
268-24,NYC Only
108-06,NYC Only
984-12,NYC Only
164-06,NYC Only
483-04,NYC Only
473-22,NYC Only
664-23,NYC Only
291-25,NYC Only
1051-04,NYC Only
893-10,NYC Only
539-17,NYC Only
548-23,NYC Only
639-27,NYC Only
354-31,NYC Only
534-29,NYC Only
158-13,NYC Only
944-16,NYC Only
243-30,NYC Only
388-31,NYC Only
266-13,NYC Only
210-24,NYC Only
417-18,NYC Only
660-27,NYC Only
310-15,NYC Only
646-25,NYC Only
531-27,NYC Only
249-26,NYC Only
1070-31,NYC Only
370-28,NYC Only
198-15,NYC Only
16-19,NYC Only
819-30,NYC Only
1030-18,NYC Only
527-21,NYC Only
283-22,NYC Only
428-04,NYC Only
925-06,NYC Only
833-13,NYC Only
74-13,NYC Only
861-15,NYC Only
33-05,NYC Only
180-27,NYC Only
114-01,NYC Only
554-28,NYC Only
166-10,NYC Only
134-23,NYC Only
295-24,NYC Only
317-06,NYC Only
1029-08,NYC Only
828-09,NYC Only
579-10,NYC Only
338-17,NYC Only
17-31,NYC Only
639-05,NYC Only
614-11,NYC Only
121-14,NYC Only
996-03,NYC Only
541-31,NYC Only
780-29,NYC Only
297-18,NYC Only
752-28,NYC Only
606-21,NYC Only
134-11,NYC Only
271-04,NYC Only
659-09,NYC Only
588-15,NYC Only
534-06,NYC Only
1012-23,NYC Only
483-22,NYC Only
1010-05,NYC Only
398-10,NYC Only
812-13,NYC Only
654-22,NYC Only
912-31,NYC Only
482-17,NYC Only
916-21,NYC Only
631-14,NYC Only
748-27,NYC Only
159-31,NYC Only
136-05,NYC Only
303-01,NYC Only
702-09,NYC Only
417-02,NYC Only
16-03,NYC Only
842-11,NYC Only
337-29,NYC Only
1032-08,NYC Only
179-28,NYC Only
188-07,NYC Only
429-14,NYC Only
189-22,NYC Only
473-27,NYC Only
7-03,NYC Only
946-05,NYC Only
562-09,NYC Only
1074-15,NYC Only
407-19,NYC Only
152-24,NYC Only
969-11,NYC Only
650-08,NYC Only
1001-18,NYC Only
1063-08,NYC Only
752-19,NYC Only
337-06,NYC Only
656-06,NYC Only
628-08,NYC Only
10-06,NYC Only
879-21,NYC Only
462-24,NYC Only
62-04,NYC Only
967-09,NYC Only
361-04,NYC Only
706-14,NYC Only
72-25,NYC Only
246-25,NYC Only
317-19,NYC Only
752-25,NYC Only
979-03,NYC Only
853-31,NYC Only
596-28,NYC Only
701-08,NYC Only
793-04,NYC Only
649-05,NYC Only
631-12,NYC Only
429-09,NYC Only
573-22,NYC Only
536-28,NYC Only
170-06,NYC Only
903-09,NYC Only
191-26,NYC Only
132-05,NYC Only
455-16,NYC Only
978-17,NYC Only
774-07,NYC Only
357-17,NYC Only
741-16,NYC Only
315-10,NYC Only
152-01,NYC Only
386-09,NYC Only
398-31,NYC Only
304-21,NYC Only
84-26,NYC Only
359-13,NYC Only
330-13,NYC Only
1023-21,NYC Only
620-29,NYC Only
347-04,NYC Only
799-18,NYC Only
363-05,NYC Only
827-26,NYC Only
201-10,NYC Only
574-21,NYC Only
1074-03,NYC Only
217-10,NYC Only
299-23,NYC Only
256-16,NYC Only
164-11,NYC Only
749-10,NYC Only
688-12,NYC Only
1083-08,NYC Only
659-25,NYC Only
483-29,NYC Only
385-11,NYC Only
180-01,NYC Only
613-08,NYC Only
492-27,NYC Only
781-09,NYC Only
132-27,NYC Only
985-18,NYC Only
473-03,NYC Only
902-01,NYC Only
499-10,NYC Only
1042-03,NYC Only
645-30,NYC Only
15-06,NYC Only
1023-13,NYC Only
833-23,NYC Only
751-18,NYC Only
428-22,NYC Only
742-13,NYC Only
648-02,NYC Only
971-06,NYC Only
566-31,NYC Only
835-14,NYC Only
553-23,NYC Only
217-25,NYC Only
45-31,NYC Only
249-27,NYC Only
413-06,NYC Only
90-27,NYC Only
121-09,NYC Only
1078-13,NYC Only
674-13,NYC Only
473-12,NYC Only
596-13,NYC Only
1058-08,NYC Only
293-31,NYC Only
1064-12,NYC Only
971-10,NYC Only
290-21,NYC Only
158-24,NYC Only
132-18,NYC Only
171-18,NYC Only
133-17,NYC Only
588-25,NYC Only
842-16,NYC Only
194-09,NYC Only
658-11,NYC Only
380-03,NYC Only
1053-17,NYC Only
1066-23,NYC Only
450-09,NYC Only
483-09,NYC Only
656-03,NYC Only
682-12,NYC Only
107-16,NYC Only
585-23,NYC Only
823-06,NYC Only
302-21,NYC Only
444-06,NYC Only
607-31,NYC Only
688-04,NYC Only
80-03,NYC Only
664-09,NYC Only
501-09,NYC Only
694-27,NYC Only
445-19,NYC Only
452-25,NYC Only
852-25,NYC Only
776-16,NYC Only
585-21,NYC Only
895-26,NYC Only
751-10,NYC Only
885-01,NYC Only
918-31,NYC Only
361-23,NYC Only
540-27,NYC Only
120-18,NYC Only
42-15,NYC Only
906-27,NYC Only
431-13,NYC Only
889-11,NYC Only
1059-15,NYC Only
214-30,NYC Only
19-11,NYC Only
83-22,NYC Only
58-05,NYC Only
845-10,NYC Only
275-25,NYC Only
941-09,NYC Only
185-03,NYC Only
704-25,NYC Only
249-21,NYC Only
404-28,NYC Only
786-08,NYC Only
834-29,NYC Only
537-01,NYC Only
147-17,NYC Only
43-29,NYC Only
206-23,NYC Only
398-05,NYC Only
358-18,NYC Only
725-03,NYC Only
772-08,NYC Only
363-24,NYC Only
980-09,NYC Only
19-31,NYC Only
1005-06,NYC Only
883-11,NYC Only
727-23,NYC Only
35-14,NYC Only
349-02,NYC Only
909-19,NYC Only
702-01,NYC Only
290-05,NYC Only
370-26,NYC Only
928-02,NYC Only
376-15,NYC Only
436-07,NYC Only
607-23,NYC Only
119-01,NYC Only
276-13,NYC Only
902-09,NYC Only
888-01,NYC Only
243-23,NYC Only
861-05,NYC Only
348-19,NYC Only
417-15,NYC Only
901-22,NYC Only
356-31,NYC Only
179-01,NYC Only
78-21,NYC Only
601-25,NYC Only
138-21,NYC Only
865-09,NYC Only
491-23,NYC Only
659-02,NYC Only
891-06,NYC Only
561-10,NYC Only
594-14,NYC Only
665-10,NYC Only
176-09,NYC Only
766-04,NYC Only
231-11,NYC Only
412-23,NYC Only
885-31,NYC Only
308-18,NYC Only
953-03,NYC Only
39-08,NYC Only
119-10,NYC Only
19-22,NYC Only
10-17,NYC Only
930-30,NYC Only
852-23,NYC Only
1056-26,NYC Only
206-31,NYC Only
568-03,NYC Only
117-29,NYC Only
1003-13,NYC Only
246-27,NYC Only
964-18,NYC Only
108-26,NYC Only
755-28,NYC Only
638-04,NYC Only
507-13,NYC Only
160-23,NYC Only
684-03,NYC Only
658-02,NYC Only
752-09,NYC Only
1009-31,NYC Only
469-05,NYC Only
247-05,NYC Only
518-06,NYC Only
581-12,NYC Only
73-31,NYC Only
485-25,NYC Only
852-15,NYC Only
883-04,NYC Only
496-15,NYC Only
272-21,NYC Only
776-07,NYC Only
400-26,NYC Only
864-03,NYC Only
304-13,NYC Only
533-15,NYC Only
201-23,NYC Only
513-25,NYC Only
1079-01,NYC Only
915-19,NYC Only
577-23,NYC Only
436-13,NYC Only
338-19,NYC Only
33-25,NYC Only
992-03,NYC Only
635-08,NYC Only
360-05,NYC Only
481-10,NYC Only
979-31,NYC Only
242-04,NYC Only
752-21,NYC Only
533-18,NYC Only
884-25,NYC Only
559-31,NYC Only
703-25,NYC Only
26-31,NYC Only
1079-04,NYC Only
612-16,NYC Only
21-30,NYC Only
642-23,NYC Only
800-03,NYC Only
169-05,NYC Only
770-31,NYC Only
97-25,NYC Only
195-15,NYC Only
811-28,NYC Only
509-21,NYC Only
95-23,NYC Only
1021-23,NYC Only
827-18,NYC Only
98-05,NYC Only
606-08,NYC Only
392-23,NYC Only
1069-14,NYC Only
846-28,NYC Only
557-03,NYC Only
381-01,NYC Only
565-23,NYC Only
217-18,NYC Only
968-31,NYC Only
685-21,NYC Only
1000-18,NYC Only
255-14,NYC Only
648-30,NYC Only
579-22,NYC Only
715-10,NYC Only
125-05,NYC Only
187-03,NYC Only
1058-10,NYC Only
139-31,NYC Only
827-31,NYC Only
966-12,NYC Only
90-08,NYC Only
550-10,NYC Only
117-28,NYC Only
559-14,NYC Only
158-18,NYC Only
1045-23,NYC Only
97-22,NYC Only
745-29,NYC Only
45-08,NYC Only
319-31,NYC Only
873-11,NYC Only
246-16,NYC Only
420-06,NYC Only
708-26,NYC Only
642-10,NYC Only
35-09,NYC Only
648-10,NYC Only
588-31,NYC Only
260-11,NYC Only
683-01,NYC Only
683-16,NYC Only
135-06,NYC Only
752-23,NYC Only
536-19,NYC Only
578-23,NYC Only
818-22,NYC Only
830-01,NYC Only
495-05,NYC Only
540-04,NYC Only
54-18,NYC Only
1016-06,NYC Only
883-08,NYC Only
949-17,NYC Only
1016-01,NYC Only
256-01,NYC Only
969-04,NYC Only
213-25,NYC Only
855-21,NYC Only
128-31,NYC Only
298-13,NYC Only
787-07,NYC Only
302-19,NYC Only
301-03,NYC Only
251-15,NYC Only
438-04,NYC Only
584-08,NYC Only
534-12,NYC Only
338-14,NYC Only
673-16,NYC Only
159-08,NYC Only
922-18,NYC Only
178-28,NYC Only
335-25,NYC Only
44-03,NYC Only
57-18,NYC Only
494-05,NYC Only
1029-04,NYC Only
688-27,NYC Only
134-21,NYC Only
243-29,NYC Only
887-04,NYC Only
148-03,NYC Only
776-04,NYC Only
220-08,NYC Only
604-09,NYC Only
663-10,NYC Only
705-05,NYC Only
35-31,NYC Only
152-06,NYC Only
338-26,NYC Only
169-16,NYC Only
853-28,NYC Only
712-18,NYC Only
75-08,NYC Only
1017-28,NYC Only
306-17,NYC Only
581-19,NYC Only
548-04,NYC Only
107-10,NYC Only
308-12,NYC Only
217-15,NYC Only
642-12,NYC Only
819-04,NYC Only
989-11,NYC Only
1061-12,NYC Only
745-22,NYC Only
593-31,NYC Only
233-09,NYC Only
484-01,NYC Only
1000-14,NYC Only
976-27,NYC Only
363-09,NYC Only
475-19,NYC Only
127-02,NYC Only
461-08,NYC Only
861-12,NYC Only
837-04,NYC Only
128-17,NYC Only
1058-21,NYC Only
337-26,NYC Only
445-02,NYC Only
835-31,NYC Only
565-10,NYC Only
12-29,NYC Only
659-11,NYC Only
1052-19,NYC Only
725-08,NYC Only
622-19,NYC Only
493-31,NYC Only
989-19,NYC Only
359-18,NYC Only
447-29,NYC Only
447-17,NYC Only
858-19,NYC Only
385-14,NYC Only
125-14,NYC Only
1045-06,NYC Only
1045-07,NYC Only
674-06,NYC Only
337-22,NYC Only
440-10,NYC Only
305-18,NYC Only
946-16,NYC Only
763-27,NYC Only
141-09,NYC Only
586-13,NYC Only
990-22,NYC Only
469-04,NYC Only
238-31,NYC Only
571-13,NYC Only
620-31,NYC Only
313-12,NYC Only
188-04,NYC Only
906-06,NYC Only
721-08,NYC Only
664-15,NYC Only
846-25,NYC Only
450-05,NYC Only
585-14,NYC Only
1021-29,NYC Only
141-18,NYC Only
121-18,NYC Only
436-04,NYC Only
173-26,NYC Only
813-16,NYC Only
173-01,NYC Only
861-16,NYC Only
120-17,NYC Only
609-04,NYC Only
275-23,NYC Only
1038-08,NYC Only
34-29,NYC Only
396-11,NYC Only
126-15,NYC Only
302-04,NYC Only
628-02,NYC Only
333-25,NYC Only
607-27,NYC Only
597-12,NYC Only
162-03,NYC Only
118-25,NYC Only
75-06,NYC Only
830-24,NYC Only
428-12,NYC Only
1048-25,NYC Only
467-01,NYC Only
982-29,NYC Only
584-31,NYC Only
30-23,NYC Only
846-12,NYC Only
424-18,NYC Only
198-29,NYC Only
1049-31,NYC Only
313-10,NYC Only
940-09,NYC Only
735-12,NYC Only
925-31,NYC Only
276-22,NYC Only
905-15,NYC Only
553-17,NYC Only
770-10,NYC Only
384-26,NYC Only
476-25,NYC Only
1051-05,NYC Only
134-31,NYC Only
469-06,NYC Only
1029-05,NYC Only
525-19,NYC Only
946-10,NYC Only
170-29,NYC Only
773-06,NYC Only
865-11,NYC Only
593-30,NYC Only
1070-17,NYC Only
607-13,NYC Only
285-31,NYC Only
172-18,NYC Only
324-30,NYC Only
3-31,NYC Only
529-21,NYC Only
621-10,NYC Only
83-03,NYC Only
243-14,NYC Only
518-10,NYC Only
325-23,NYC Only
484-24,NYC Only
49-14,NYC Only
769-07,NYC Only
1015-03,NYC Only
302-11,NYC Only
809-29,NYC Only
74-03,NYC Only
349-27,NYC Only
531-23,NYC Only
856-09,NYC Only
907-06,NYC Only
405-05,NYC Only
831-12,NYC Only
406-31,NYC Only
424-01,NYC Only
500-18,NYC Only
276-01,NYC Only
557-04,NYC Only
877-05,NYC Only
324-03,NYC Only
445-18,NYC Only
958-08,NYC Only
432-16,NYC Only
82-23,NYC Only
468-05,NYC Only
337-28,NYC Only
62-31,NYC Only
582-17,NYC Only
496-06,NYC Only
894-07,NYC Only
417-22,NYC Only
481-23,NYC Only
266-12,NYC Only
1039-10,NYC Only
1-29,NYC Only
885-26,NYC Only
12-18,NYC Only
15-18,NYC Only
574-23,NYC Only
527-10,NYC Only
579-04,NYC Only
53-19,NYC Only
1023-08,NYC Only
376-23,NYC Only
539-12,NYC Only
636-27,NYC Only
34-05,NYC Only
455-06,NYC Only
424-07,NYC Only
593-02,NYC Only
1015-13,NYC Only
1001-01,NYC Only
48-23,NYC Only
918-19,NYC Only
424-25,NYC Only
46-15,NYC Only
905-29,NYC Only
172-06,NYC Only
124-21,NYC Only
629-07,NYC Only
908-21,NYC Only
604-18,NYC Only
124-16,NYC Only
894-13,NYC Only
865-07,NYC Only
824-27,NYC Only
990-05,NYC Only
71-04,NYC Only
121-16,NYC Only
597-28,NYC Only
609-10,NYC Only
261-06,NYC Only
578-15,NYC Only
751-23,NYC Only
105-14,NYC Only
1052-11,NYC Only
537-11,NYC Only
202-11,NYC Only
630-29,NYC Only
579-15,NYC Only
248-04,NYC Only
132-14,NYC Only
49-18,NYC Only
1059-14,NYC Only
704-03,NYC Only
1024-19,NYC Only
1039-21,NYC Only
548-21,NYC Only
706-18,NYC Only
153-21,NYC Only
1042-08,NYC Only
892-09,NYC Only
619-10,NYC Only
381-14,NYC Only
124-09,NYC Only
201-17,NYC Only
714-25,NYC Only
510-08,NYC Only
38-17,NYC Only
511-21,NYC Only
384-29,NYC Only
178-14,NYC Only
89-09,NYC Only
907-07,NYC Only
269-02,NYC Only
526-09,NYC Only
485-24,NYC Only
545-23,NYC Only
915-13,NYC Only
440-24,NYC Only
573-06,NYC Only
220-10,NYC Only
457-01,NYC Only
1042-06,NYC Only
134-09,NYC Only
402-25,NYC Only
531-28,NYC Only
436-02,NYC Only
293-12,NYC Only
518-01,NYC Only
696-13,NYC Only
457-04,NYC Only
511-19,NYC Only
975-05,NYC Only
716-30,NYC Only
324-10,NYC Only
